"id","input","target","work"
33641,"class _ { private void saveStateAsLast(URL url) {
File lastBundlesTxt = getLastBundleInfo();
try (OutputStream destinationStream = new FileOutputStream(lastBundlesTxt)) {
ArrayList<File> sourcesLocation = SimpleConfiguratorUtils.getInfoFiles();
List<InputStream> sourceStreams = new ArrayList<>(sourcesLocation.size() + 1);
sourceStreams.add(url.openStream());
if (Activator.EXTENDED) {
for (File  element :  sourcesLocation) {
sourceStreams.add(new FileInputStream(element));
} } SimpleConfiguratorUtils.transferStreams(sourceStreams, destinationStream);
} catch (URISyntaxException e) {
} catch (IOException e) {
} } }","class _ { private void saveStateAsLast(URL url) {
File lastBundlesTxt = getLastBundleInfo();
try (OutputStream destinationStream = new FileOutputStream(lastBundlesTxt)) {
ArrayList<File> sourcesLocation = SimpleConfiguratorUtils.getInfoFiles();
List<InputStream> sourceStreams = new ArrayList<>(sourcesLocation.size() + 1);
sourceStreams.add(url.openStream());
if (Activator.EXTENDED) {
for (File source : sourcesLocation) {
sourceStreams.add(new FileInputStream(source));
} } SimpleConfiguratorUtils.transferStreams(sourceStreams, destinationStream);
} catch (URISyntaxException e) {
} catch (IOException e) {
} } }",1
33671,"class _ { private List<String> getAssignedVariablesNames(StatementTree currentStatement) {
ExpressionTree variable = null;
if (currentStatement.is(Kind.EXPRESSION_STATEMENT)) {
ExpressionTree expression = ((ExpressionStatementTree) currentStatement).expression();
if (expression instanceof AssignmentExpressionTree) {
variable = ((AssignmentExpressionTree) expression).variable();
} else if (expression.is(Kind.ASSIGNMENT_BY_REFERENCE)) {
variable = ((AssignmentByReferenceTree) expression).variable();
} }  List<String> names = new LinkedList<>();
 if (variable != null) {
if (variable.is(Kind.VARIABLE_IDENTIFIER)) {
names.add(((VariableIdentifierTree) variable).variableExpression().text());
} else if (variable.is(Kind.LIST_EXPRESSION)) {
names.addAll(getVariablesFromList((ListExpressionTree) variable));
} } return names;
} }","class _ { private List<String> getAssignedVariablesNames(StatementTree currentStatement) {
ExpressionTree variable = null;
if (currentStatement.is(Kind.EXPRESSION_STATEMENT)) {
ExpressionTree expression = ((ExpressionStatementTree) currentStatement).expression();
if (expression instanceof AssignmentExpressionTree) {
variable = ((AssignmentExpressionTree) expression).variable();
} else if (expression.is(Kind.ASSIGNMENT_BY_REFERENCE)) {
variable = ((AssignmentByReferenceTree) expression).variable();
} } List<String> names = new ArrayList<>();
if (variable != null) {
if (variable.is(Kind.VARIABLE_IDENTIFIER)) {
names.add(((VariableIdentifierTree) variable).variableExpression().text());
} else if (variable.is(Kind.LIST_EXPRESSION)) {
names.addAll(getVariablesFromList((ListExpressionTree) variable));
} } return names;
} }",1
33682,"class _ { public void setJobOverrideProperty(Project project, Props prop, String jobName, User modifier) throws ProjectManagerException {
prop.setSource(jobName + "".jor"");
Props oldProps = projectLoader.fetchProjectProperty(project, prop.getSource());
if (oldProps == null) {
oldProps = new Props();
 projectLoader.uploadProjectProperty(project, prop);
 } else {
projectLoader.updateProjectProperty(project, prop);
} String diffMessage = PropsUtils.getPropertyDiff(oldProps, prop);
projectLoader.postEvent(project, EventType.PROPERTY_OVERRIDE, modifier.getUserId(), diffMessage);
return;
} }","class _ { public void setJobOverrideProperty(Project project, Props prop, String jobName, User modifier) throws ProjectManagerException {
prop.setSource(jobName + "".jor"");
Props oldProps = projectLoader.fetchProjectProperty(project, prop.getSource());
projectLoader.updateProjectProperty(project, prop);
String diffMessage = PropsUtils.getPropertyDiff(oldProps, prop);
projectLoader.postEvent(project, EventType.PROPERTY_OVERRIDE, modifier.getUserId(), diffMessage);
return;
} }",1
33699,"class _ { public GeneralQueryResult getBySingleKeyBetweenRangeKeys(final String key, final String rangeKey1, final String rangeKey2, final int limit) {
final Map<String, Condition> queryConditions = Maps.newHashMap();
if (rangeKeyColumnName.isPresent()) {
final List<AttributeValue> values = Lists.newArrayList();
 values.add(new AttributeValue().withS(rangeKey1));
 values.add(new AttributeValue().withS(rangeKey2));
final Condition selectRangeKeyCondition = new Condition() .withComparisonOperator(ComparisonOperator.BETWEEN.toString()) .withAttributeValueList(values);
queryConditions.put(rangeKeyColumnName.get(), selectRangeKeyCondition);
} return getBySingleKey(key, queryConditions, limit);
} }","class _ { public GeneralQueryResult getBySingleKeyBetweenRangeKeys(final String key, final String rangeKey1, final String rangeKey2, final int limit) {
final Map<String, Condition> queryConditions = Maps.newHashMap();
if (rangeKeyColumnName.isPresent()) {
final List<AttributeValue> values = Lists.newArrayList( new AttributeValue().withS(rangeKey1), new AttributeValue().withS(rangeKey2));
final Condition selectRangeKeyCondition = new Condition() .withComparisonOperator(ComparisonOperator.BETWEEN.toString()) .withAttributeValueList(values);
queryConditions.put(rangeKeyColumnName.get(), selectRangeKeyCondition);
} return getBySingleKey(key, queryConditions, limit);
} }",1
33724,"class _ { private Object[] mapExpandedElements(AbstractHistoryCategory[] categories, Object[] expandedElements) {
HashSet<String> names = new HashSet<>();
for (Object expandedElement : expandedElements) {
names.add(((DateHistoryCategory) expandedElement).getName());
} ArrayList<AbstractHistoryCategory> expandable = new ArrayList<>();
for (AbstractHistoryCategory  categorie :  categories) {
if (names.contains(categorie.getName())) {
expandable.add(categorie);
} } return expandable.toArray(new Object[expandable.size()]);
} }","class _ { private Object[] mapExpandedElements(AbstractHistoryCategory[] categories, Object[] expandedElements) {
HashSet<String> names = new HashSet<>();
for (Object expandedElement : expandedElements) {
names.add(((DateHistoryCategory) expandedElement).getName());
} ArrayList<AbstractHistoryCategory> expandable = new ArrayList<>();
for (AbstractHistoryCategory category : categories) {
if (names.contains(category.getName())) {
expandable.add(category);
} } return expandable.toArray(new Object[expandable.size()]);
} }",1
33729,"class _ { private boolean overwrite(String name) {
for (Object  propertie :  getProperties()) {
Property property = (Property) propertie;
String propertyName = property.getName();
if (propertyName.equals(name)) {
if (property.isDefault()) {
MessageDialog.openError(propertyTableViewer.getControl().getShell(), AntPreferencesMessages.AntPropertiesBlock_17, MessageFormat.format(AntPreferencesMessages.AntPropertiesBlock_18, new Object[] {
propertyName, property.getPluginLabel() }));
return false;
} boolean overWrite = MessageDialog.openQuestion(propertyTableViewer.getControl().getShell(), AntPreferencesMessages.AntPropertiesBlock_15, MessageFormat.format(AntPreferencesMessages.AntPropertiesBlock_16, new Object[] {
name }));
if (!overWrite) {
return false;
} ((AntContentProvider) propertyTableViewer.getContentProvider()).remove(property);
break;
} } return true;
} }","class _ { private boolean overwrite(String name) {
for (Object prop : getProperties()) {
Property property = (Property) prop;
String propertyName = property.getName();
if (propertyName.equals(name)) {
if (property.isDefault()) {
MessageDialog.openError(propertyTableViewer.getControl().getShell(), AntPreferencesMessages.AntPropertiesBlock_17, MessageFormat.format(AntPreferencesMessages.AntPropertiesBlock_18, new Object[] {
propertyName, property.getPluginLabel() }));
return false;
} boolean overWrite = MessageDialog.openQuestion(propertyTableViewer.getControl().getShell(), AntPreferencesMessages.AntPropertiesBlock_15, MessageFormat.format(AntPreferencesMessages.AntPropertiesBlock_16, new Object[] {
name }));
if (!overWrite) {
return false;
} ((AntContentProvider) propertyTableViewer.getContentProvider()).remove(property);
break;
} } return true;
} }",1
33731,"class _ { private JFreeChart createDebugEventGanttChart() {
eventStatistics = new EventStatistics( InitializationManager.getInstance().getDebugEventManager(), selectedDebugInterval);
 final GanttCategoryDataset dataset = eventStatistics  .createDebugEventGanttChartDataset();
final JFreeChart chart = ChartFactory.createGanttChart( ""Debug Events During Selected Debug Interval"", ""Event"", ""Time"", dataset, false, true, false);
CategoryPlot plot = chart.getCategoryPlot();
ValueAxis axis = plot.getRangeAxis();
axis.setRangeWithMargins(selectedDebugInterval.getStart().getTime(), selectedDebugInterval.getEnd().getTime());
plot.setRenderer(new WatchDogGanttRenderer());
return chart;
} }","class _ { private JFreeChart createDebugEventGanttChart() {
eventStatistics = new EventStatistics( InitializationManager.getInstance().getDebugEventManager(), selectedDebugInterval);
GanttCategoryDataset dataset = eventStatistics .createDebugEventGanttChartDataset();
JFreeChart chart = ChartFactory.createGanttChart( ""Debug Events During Selected Debug Interval"", ""Event"", ""Time"", dataset, false, true, false);
CategoryPlot plot = chart.getCategoryPlot();
ValueAxis axis = plot.getRangeAxis();
axis.setRangeWithMargins(selectedDebugInterval.getStart().getTime(), selectedDebugInterval.getEnd().getTime());
plot.setRenderer(new WatchDogGanttRenderer());
return chart;
} }",1
33741,"class _ { private SmooshedWriter delegateSmooshedWriter(final String name, final long size) throws IOException {
final File tmpFile = new File(baseDir, name);
filesInProcess.add(tmpFile);
return new SmooshedWriter() {
private final FileOutputStream out = new FileOutputStream(tmpFile);
private final GatheringByteChannel channel = out.getChannel();
private final Closer closer = Closer.create();
 ;
 private int currOffset = 0;
{
closer.register(out);
closer.register(channel);
} @Override public void close() throws IOException {
closer.close();
completedFiles.add(tmpFile);
filesInProcess.remove(tmpFile);
if (!writerCurrentlyInUse) {
mergeWithSmoosher();
} } public int bytesLeft() {
return (int) (size - currOffset);
} @Override public int write(ByteBuffer buffer) throws IOException {
return addToOffset(channel.write(buffer));
} @Override public int write(InputStream in) throws IOException {
return addToOffset(ByteStreams.copy(Channels.newChannel(in), channel));
} @Override public long write(ByteBuffer[] srcs, int offset, int length) throws IOException {
return addToOffset(channel.write(srcs, offset, length));
} @Override public long write(ByteBuffer[] srcs) throws IOException {
return addToOffset(channel.write(srcs));
} public int addToOffset(long numBytesWritten) {
if (numBytesWritten > bytesLeft()) {
throw new ISE(""Wrote more bytes[%,d] than available[%,d]. Don't do that."", numBytesWritten, bytesLeft());
} currOffset += numBytesWritten;
return Ints.checkedCast(numBytesWritten);
} @Override public boolean isOpen() {
return channel.isOpen();
} };
} }","class _ { private SmooshedWriter delegateSmooshedWriter(final String name, final long size) throws IOException {
final File tmpFile = new File(baseDir, name);
filesInProcess.add(tmpFile);
return new SmooshedWriter() {
private final FileOutputStream out = new FileOutputStream(tmpFile);
private final GatheringByteChannel channel = out.getChannel();
private final Closer closer = Closer.create();
private int currOffset = 0;
{
closer.register(out);
closer.register(channel);
} @Override public void close() throws IOException {
closer.close();
completedFiles.add(tmpFile);
filesInProcess.remove(tmpFile);
if (!writerCurrentlyInUse) {
mergeWithSmoosher();
} } public int bytesLeft() {
return (int) (size - currOffset);
} @Override public int write(ByteBuffer buffer) throws IOException {
return addToOffset(channel.write(buffer));
} @Override public int write(InputStream in) throws IOException {
return addToOffset(ByteStreams.copy(Channels.newChannel(in), channel));
} @Override public long write(ByteBuffer[] srcs, int offset, int length) throws IOException {
return addToOffset(channel.write(srcs, offset, length));
} @Override public long write(ByteBuffer[] srcs) throws IOException {
return addToOffset(channel.write(srcs));
} public int addToOffset(long numBytesWritten) {
if (numBytesWritten > bytesLeft()) {
throw new ISE(""Wrote more bytes[%,d] than available[%,d]. Don't do that."", numBytesWritten, bytesLeft());
} currOffset += numBytesWritten;
return Ints.checkedCast(numBytesWritten);
} @Override public boolean isOpen() {
return channel.isOpen();
} };
} }",1
33750,"class _ { public static int searchAndReplace(File fDirToLook, File fFileName) throws Throwable {
if (fDirToLook == null) {
return 0;
} if (fDirToLook.isDirectory()) {
int iCopies = 0;
File[] faFilesInDir = fDirToLook.listFiles();
if (faFilesInDir != null && faFilesInDir.length > 0) {
for (File fFile : faFilesInDir) {
iCopies += searchAndReplace(fFile, fFileName);
} } return iCopies;
} else if (fDirToLook.isFile()) {
if (fDirToLook.getCanonicalPath().equalsIgnoreCase(fFileName.getCanonicalPath())) {
return 0;
} else if (fDirToLook.getName().equalsIgnoreCase(fFileName.getName())) {
try {
boolean bCopied = copy(fFileName, fDirToLook);
if (bCopied) {
 LOG.debug(""Replaced file: "" + fDirToLook.getCanonicalPath());
 return 1;
} else {
return 0;
} } catch (Exception e) {
LOG.error(""Failed to replace file {}: {}"", fDirToLook.getCanonicalPath(), e.getLocalizedMessage(), e);
} } } return 0;
} }","class _ { public static int searchAndReplace(File fDirToLook, File fFileName) throws Throwable {
if (fDirToLook == null) {
return 0;
} if (fDirToLook.isDirectory()) {
int iCopies = 0;
File[] faFilesInDir = fDirToLook.listFiles();
if (faFilesInDir != null && faFilesInDir.length > 0) {
for (File fFile : faFilesInDir) {
iCopies += searchAndReplace(fFile, fFileName);
} } return iCopies;
} else if (fDirToLook.isFile()) {
if (fDirToLook.getCanonicalPath().equalsIgnoreCase(fFileName.getCanonicalPath())) {
return 0;
} else if (fDirToLook.getName().equalsIgnoreCase(fFileName.getName())) {
try {
boolean bCopied = copy(fFileName, fDirToLook);
if (bCopied) {
LOG.debug(""Replaced file: {}"" , fDirToLook.getCanonicalPath());
return 1;
} else {
return 0;
} } catch (Exception e) {
LOG.error(""Failed to replace file {}: {}"", fDirToLook.getCanonicalPath(), e.getLocalizedMessage(), e);
} } } return 0;
} }",1
33760,"class _ { private void exportAnalysis() {
FileDialog dialog = TmfFileDialogFactory.create(Display.getCurrent().getActiveShell(), SWT.SAVE);
String selection = fAnalysesTable.getSelection()[0].getText();
dialog.setText(NLS.bind(Messages.ManageXMLAnalysisDialog_SelectFileExport, selection));
dialog.setFilterExtensions(new String[] {
XML_FILTER_EXTENSION, TmfXmlStrings.WILDCARD });
String selectionXml = XmlUtils.createXmlFileString(selection);
dialog.setFileName(selectionXml);
String path = dialog.open();
 if (path != null) {
if (!XmlUtils.exportXmlFile(selectionXml, path).isOK()) {
Activator.logError(NLS.bind(Messages.ManageXMLAnalysisDialog_FailedToExport, selectionXml));
} }  } }","class _ { private void exportAnalysis() {
FileDialog dialog = TmfFileDialogFactory.create(Display.getCurrent().getActiveShell(), SWT.SAVE);
String selection = fAnalysesTable.getSelection()[0].getText();
dialog.setText(NLS.bind(Messages.ManageXMLAnalysisDialog_SelectFileExport, selection));
dialog.setFilterExtensions(new String[] {
XML_FILTER_EXTENSION, TmfXmlStrings.WILDCARD });
String selectionXml = XmlUtils.createXmlFileString(selection);
dialog.setFileName(selectionXml);
String path = dialog.open();
if (path != null && !XmlUtils.exportXmlFile(selectionXml, path).isOK()) {
Activator.logError(NLS.bind(Messages.ManageXMLAnalysisDialog_FailedToExport, selectionXml));
} } }",1
33762,"class _ { private void deleteFile(final OplogFile olf) {
synchronized (this.lock) {
if (olf.currSize != 0) {
this.dirHolder.decrementTotalOplogSize(olf.currSize);
olf.currSize = 0;
} if (olf.f == null) return;
if (!olf.f.exists()) return;
assert olf.RAFClosed;
 if (!olf.RAFClosed && olf.raf != null) {
 try {
olf.raf.close();
olf.RAFClosed = true;
} catch (IOException ignore) {
} } getParent().executeDelayedExpensiveWrite(new Runnable() {
@Override public void run() {
if (!olf.f.delete() && olf.f.exists()) {
logger.warn(""Could not delete the file {} {} for disk store {}."", Oplog.this.toString(), getFileType(olf), getParent().getName());
} else {
logger.info(""Deleted {} {} for disk store {}."", Oplog.this.toString(), getFileType(olf), getParent().getName());
} } });
} } }","class _ { private void deleteFile(final OplogFile olf) {
synchronized (this.lock) {
if (olf.currSize != 0) {
this.dirHolder.decrementTotalOplogSize(olf.currSize);
olf.currSize = 0;
} if (olf.f == null) return;
if (!olf.f.exists()) return;
assert olf.RAFClosed;
if (olf.raf != null) {
try {
olf.raf.close();
olf.RAFClosed = true;
} catch (IOException ignore) {
} } getParent().executeDelayedExpensiveWrite(new Runnable() {
@Override public void run() {
if (!olf.f.delete() && olf.f.exists()) {
logger.warn(""Could not delete the file {} {} for disk store {}."", Oplog.this.toString(), getFileType(olf), getParent().getName());
} else {
logger.info(""Deleted {} {} for disk store {}."", Oplog.this.toString(), getFileType(olf), getParent().getName());
} } });
} } }",1
33800,"class _ {  protected Supplier<BsonValue> getReader(final T t) {
 final Class<?> documentClass = t.getClass();
final Optional<Method> maybeIdGetter = getIdGetter(documentClass);
if (maybeIdGetter.isPresent()) {
Method getter = maybeIdGetter.get();
getter.setAccessible(true);
return () -> {
try {
return constructValue(getter.invoke(t));
} catch (Exception e) {
e.printStackTrace();
return BsonNull.VALUE;
} };
} else {
final Optional<Field> maybeField = getIdField(documentClass);
if (maybeField.isPresent()) {
Field field = maybeField.get();
field.setAccessible(true);
return () -> {
try {
return constructValue(field.get(t));
} catch (Exception e) {
e.printStackTrace();
return BsonNull.VALUE;
} };
} else {
return () -> BsonNull.VALUE;
} } } }","class _ { private Supplier<BsonValue> getReader(final T t) {
final Class<?> documentClass = t.getClass();
final Optional<Method> maybeIdGetter = getIdGetter(documentClass);
if (maybeIdGetter.isPresent()) {
Method getter = maybeIdGetter.get();
getter.setAccessible(true);
return () -> {
try {
return constructValue(getter.invoke(t));
} catch (Exception e) {
e.printStackTrace();
return BsonNull.VALUE;
} };
} else {
final Optional<Field> maybeField = getIdField(documentClass);
if (maybeField.isPresent()) {
Field field = maybeField.get();
field.setAccessible(true);
return () -> {
try {
return constructValue(field.get(t));
} catch (Exception e) {
e.printStackTrace();
return BsonNull.VALUE;
} };
} else {
return () -> BsonNull.VALUE;
} } } }",1
33802,"class _ { public void postEvents(int id) throws Exception {
final ServerDiscoverySelector eventReceiverSelector = factory.createSelector(EVENT_RECEIVER_SERVICE_PREFIX + id);
eventReceiverSelector.start();
try {
ServerDiscoveryUtil.waitUntilInstanceReady(eventReceiverSelector, ""Event Receiver"");
String host = config.getMiddleManagerHost() + "":"" + eventReceiverSelector.pick().getPort();
LOG.info(""Event Receiver Found at host [%s]"", host);
LOG.info(""Checking worker /status/health for [%s]"", host);
 final StatusResponseHandler handler = StatusResponseHandler.getInstance();
 RetryUtil.retryUntilTrue( () -> {
try {
StatusResponseHolder response = httpClient.go( new Request(HttpMethod.GET, new URL(StringUtils.format(""https://%s/status/health"", host))), handler ).get();
return response.getStatus().equals(HttpResponseStatus.OK);
} catch (Throwable e) {
LOG.error(e, """");
return false;
} }, StringUtils.format(""Checking /status/health for worker [%s]"", host) );
LOG.info(""Finished checking worker /status/health for [%s], success"", host);
EventReceiverFirehoseTestClient client = new EventReceiverFirehoseTestClient( host, EVENT_RECEIVER_SERVICE_PREFIX + id, jsonMapper, httpClient, smileMapper );
client.postEventsFromFile(UNION_DATA_FILE);
} finally {
eventReceiverSelector.stop();
} } }","class _ { public void postEvents(int id) throws Exception {
final ServerDiscoverySelector eventReceiverSelector = factory.createSelector(EVENT_RECEIVER_SERVICE_PREFIX + id);
eventReceiverSelector.start();
try {
ServerDiscoveryUtil.waitUntilInstanceReady(eventReceiverSelector, ""Event Receiver"");
String host = config.getMiddleManagerHost() + "":"" + eventReceiverSelector.pick().getPort();
LOG.info(""Event Receiver Found at host [%s]"", host);
LOG.info(""Checking worker /status/health for [%s]"", host);
RetryUtil.retryUntilTrue( () -> {
try {
StatusResponseHolder response = httpClient.go( new Request(HttpMethod.GET, new URL(StringUtils.format(""https://%s/status/health"", host))), StatusResponseHandler.getInstance() ).get();
return response.getStatus().equals(HttpResponseStatus.OK);
} catch (Throwable e) {
LOG.error(e, """");
return false;
} }, StringUtils.format(""Checking /status/health for worker [%s]"", host) );
LOG.info(""Finished checking worker /status/health for [%s], success"", host);
EventReceiverFirehoseTestClient client = new EventReceiverFirehoseTestClient( host, EVENT_RECEIVER_SERVICE_PREFIX + id, jsonMapper, httpClient, smileMapper );
client.postEventsFromFile(UNION_DATA_FILE);
} finally {
eventReceiverSelector.stop();
} } }",1
33806,"class _ { public void rvvLockedAfterKeysAreLockedAndUnlockRVVBeforeKeys() throws Exception {
PutAllPRMessage message = spy(new PutAllPRMessage(bucketId, 1, false, false, false, null));
message.addEntry(entryData);
doReturn(keys).when(message).getKeysToBeLocked();
when(bucketRegion.waitUntilLocked(keys)).thenReturn(true);
when(bucketRegion.doLockForPrimary(false)).thenThrow(new PrimaryBucketException());
doNothing().when(bucketRegion).lockRVVForBulkOp();
doNothing().when(bucketRegion).unlockRVVForBulkOp();
InternalCache cache = mock(InternalCache.class);
InternalDistributedSystem ids = mock(InternalDistributedSystem.class);
when(bucketRegion.getCache()).thenReturn(cache);
when(cache.getDistributedSystem()).thenReturn(ids);
when(ids.getOffHeapStore()).thenReturn(null);
 try {
message.doLocalPutAll(partitionedRegion, mock(InternalDistributedMember.class), 1);
fail(""Expect PrimaryBucketException"");
} catch (Exception e) {
assertThat(e instanceof PrimaryBucketException);
}  InOrder inOrder = inOrder(bucketRegion);
inOrder.verify(bucketRegion).waitUntilLocked(keys);
inOrder.verify(bucketRegion).lockRVVForBulkOp();
inOrder.verify(bucketRegion).unlockRVVForBulkOp();
inOrder.verify(bucketRegion).removeAndNotifyKeys(keys);
} }","class _ { public void rvvLockedAfterKeysAreLockedAndUnlockRVVBeforeKeys() throws Exception {
PutAllPRMessage message = spy(new PutAllPRMessage(bucketId, 1, false, false, false, null));
message.addEntry(entryData);
doReturn(keys).when(message).getKeysToBeLocked();
when(bucketRegion.waitUntilLocked(keys)).thenReturn(true);
when(bucketRegion.doLockForPrimary(false)).thenThrow(new PrimaryBucketException());
doNothing().when(bucketRegion).lockRVVForBulkOp();
doNothing().when(bucketRegion).unlockRVVForBulkOp();
InternalCache cache = mock(InternalCache.class);
InternalDistributedSystem ids = mock(InternalDistributedSystem.class);
when(bucketRegion.getCache()).thenReturn(cache);
when(cache.getDistributedSystem()).thenReturn(ids);
when(ids.getOffHeapStore()).thenReturn(null);
assertThatThrownBy( () -> message.doLocalPutAll(partitionedRegion, mock(InternalDistributedMember.class), 1)) .isInstanceOf(PrimaryBucketException.class);
InOrder inOrder = inOrder(bucketRegion);
inOrder.verify(bucketRegion).waitUntilLocked(keys);
inOrder.verify(bucketRegion).lockRVVForBulkOp();
inOrder.verify(bucketRegion).unlockRVVForBulkOp();
inOrder.verify(bucketRegion).removeAndNotifyKeys(keys);
} }",1
33815,"class _ { public Iterator<List<ExternalTupleSet>> getValidIndexCombos( List<ExternalTupleSet> indexSet) {
Collections.shuffle(indexSet);
final List<ExternalTupleSet> list = indexSet;
final Iterator<List<Integer>> iter = getValidCombos(list);
return new Iterator<List<ExternalTupleSet>>() {
private List<ExternalTupleSet> next = null;
private List<Integer> nextCombo = null;
private boolean hasNextCalled = false;
private boolean isEmpty = false;
@Override public boolean hasNext() {
if (!hasNextCalled && !isEmpty) {
if (!iter.hasNext()) {
isEmpty = true;
return false;
} else {
nextCombo = iter.next();
List<ExternalTupleSet> indexCombo = Lists .newArrayList();
for (Integer i : nextCombo) {
indexCombo.add(list.get(i));
} next = indexCombo;
hasNextCalled = true;
return true;
} } else  return !isEmpty;
 } @Override public List<ExternalTupleSet> next() {
if (hasNextCalled) {
hasNextCalled = false;
return next;
} else if (isEmpty) {
throw new NoSuchElementException();
} else {
if (this.hasNext()) {
hasNextCalled = false;
return next;
} else {
throw new NoSuchElementException();
} } } @Override public void remove() {
throw new UnsupportedOperationException( ""Cannot delete from iterator!"");
} };
} }","class _ { public Iterator<List<ExternalTupleSet>> getValidIndexCombos( List<ExternalTupleSet> indexSet) {
Collections.shuffle(indexSet);
final List<ExternalTupleSet> list = indexSet;
final Iterator<List<Integer>> iter = getValidCombos(list);
return new Iterator<List<ExternalTupleSet>>() {
private List<ExternalTupleSet> next = null;
private List<Integer> nextCombo = null;
private boolean hasNextCalled = false;
private boolean isEmpty = false;
@Override public boolean hasNext() {
if (!hasNextCalled && !isEmpty) {
if (!iter.hasNext()) {
isEmpty = true;
return false;
} else {
nextCombo = iter.next();
List<ExternalTupleSet> indexCombo = Lists .newArrayList();
for (Integer i : nextCombo) {
indexCombo.add(list.get(i));
} next = indexCombo;
hasNextCalled = true;
return true;
} } else {
return !isEmpty;
} } @Override public List<ExternalTupleSet> next() {
if (hasNextCalled) {
hasNextCalled = false;
return next;
} else if (isEmpty) {
throw new NoSuchElementException();
} else {
if (this.hasNext()) {
hasNextCalled = false;
return next;
} else {
throw new NoSuchElementException();
} } } @Override public void remove() {
throw new UnsupportedOperationException( ""Cannot delete from iterator!"");
} };
} }",1
33818,"class _ { public final int scan(final String table, final String startkey, final int recordcount, final Set<String> fields, final Vector<HashMap<String, ByteIterator>> result) {
try {
final MongoCollection collection = database.getCollection(table);
final Find.Builder find = Find.builder().query(where(""_id"").greaterThanOrEqualTo(startkey)) .limit(recordcount).batchSize(recordcount).sort(Sort.asc(""_id"")) .readPreference(readPreference);
if (fields != null) {
final DocumentBuilder fieldsDoc = BuilderFactory.start();
for (final String field : fields) {
fieldsDoc.add(field, INCLUDE);
} find.projection(fieldsDoc);
} result.ensureCapacity(recordcount);
final MongoIterator<Document> cursor = collection.find(find);
if (!cursor.hasNext()) {
System.err.println(""Nothing found in scan for key "" + startkey);
 return StatusCode.ERROR;
 } while (cursor.hasNext()) {
final Document doc = cursor.next();
final HashMap<String, ByteIterator> docAsMap = new HashMap<String, ByteIterator>();
fillMap(docAsMap, doc);
result.add(docAsMap);
} return StatusCode.OK;
} catch (final Exception e) {
System.err.println(e.toString());
return StatusCode.ERROR;
} } }","class _ { public final Status scan(final String table, final String startkey, final int recordcount, final Set<String> fields, final Vector<HashMap<String, ByteIterator>> result) {
try {
final MongoCollection collection = database.getCollection(table);
final Find.Builder find = Find.builder().query(where(""_id"").greaterThanOrEqualTo(startkey)) .limit(recordcount).batchSize(recordcount).sort(Sort.asc(""_id"")) .readPreference(readPreference);
if (fields != null) {
final DocumentBuilder fieldsDoc = BuilderFactory.start();
for (final String field : fields) {
fieldsDoc.add(field, INCLUDE);
} find.projection(fieldsDoc);
} result.ensureCapacity(recordcount);
final MongoIterator<Document> cursor = collection.find(find);
if (!cursor.hasNext()) {
System.err.println(""Nothing found in scan for key "" + startkey);
return Status.NOT_FOUND;
} while (cursor.hasNext()) {
final Document doc = cursor.next();
final HashMap<String, ByteIterator> docAsMap = new HashMap<String, ByteIterator>();
fillMap(docAsMap, doc);
result.add(docAsMap);
} return Status.OK;
} catch (final Exception e) {
System.err.println(e.toString());
return Status.ERROR;
} } }",1
33848,"class _ { public void deleteUnauthorized() throws Exception {
context.turnOffAuthorisationSystem();
MetadataField metadataField = MetadataFieldBuilder.createMetadataField(context, ELEMENT, QUALIFIER, SCOPE_NOTE)  .build();
 getClient().perform(get(""/api/core/metadatafields/"" + metadataField.getID())) .andExpect(status().isOk());
getClient() .perform(delete(""/api/core/metadatafields/"" + metadataField.getID())) .andExpect(status().isUnauthorized());
getClient().perform(get(""/api/core/metadatafields/"" + metadataField.getID())) .andExpect(status().isOk());
} }","class _ { public void deleteUnauthorized() throws Exception {
context.turnOffAuthorisationSystem();
MetadataField metadataField = MetadataFieldBuilder.createMetadataField(context, ELEMENT, QUALIFIER, SCOPE_NOTE) .build();
context.restoreAuthSystemState();
getClient().perform(get(""/api/core/metadatafields/"" + metadataField.getID())) .andExpect(status().isOk());
getClient() .perform(delete(""/api/core/metadatafields/"" + metadataField.getID())) .andExpect(status().isUnauthorized());
getClient().perform(get(""/api/core/metadatafields/"" + metadataField.getID())) .andExpect(status().isOk());
} }",1
